Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio,Expected_Mortality_Rate
Nagasaki,Japan,2021-04-01 04:27:05,33.235712,129.608033,1634,39,1577.0,18.0,"Nagasaki, Japan",123.17907553877652,2.386780905752754,0.02386780905752754
Nara,Japan,2021-04-01 04:27:05,34.317451,135.871644,3691,55,3433.0,203.0,"Nara, Japan",277.4931340936139,1.490111081007857,0.014901110810078569
Niigata,Japan,2021-04-01 04:27:05,37.521819,138.918647,1461,18,1237.0,206.0,"Niigata, Japan",65.71886360794312,1.2320328542094456,0.012320328542094456
Oita,Japan,2021-04-01 04:27:05,33.200697,131.43323999999998,1309,22,1277.0,10.0,"Oita, Japan",115.2863134272886,1.680672268907563,0.01680672268907563
Okayama,Japan,2021-04-01 04:27:05,34.89246,133.826252,2693,35,2524.0,134.0,"Okayama, Japan",142.5179907133097,1.2996658002228,0.012996658002227999
Okinawa,Japan,2021-04-01 04:27:05,25.768923,126.668016,9482,128,8622.0,732.0,"Okinawa, Japan",652.5054226352356,1.3499261759122547,0.013499261759122548
Osaka,Japan,2021-04-01 04:27:05,34.620965000000005,135.507481,52201,1184,47254.0,3763.0,"Osaka, Japan",592.5627085636045,2.2681557824562746,0.02268155782456275
Port Quarantine,Japan,2021-04-01 04:27:05,,,2402,3,2274.0,125.0,"Port Quarantine, Japan",,0.1248959200666111,0.0012489592006661116
Saga,Japan,2021-04-01 04:27:05,33.286977,130.115738,1189,13,1160.0,16.0,"Saga, Japan",145.9413215238287,1.0933557611438185,0.010933557611438183
Saitama,Japan,2021-04-01 04:27:05,35.997101,139.347635,32825,700,30655.0,1470.0,"Saitama, Japan",446.6172940828957,2.1325209444021325,0.021325209444021324
Shiga,Japan,2021-04-01 04:27:05,35.21582700000001,136.138064,2770,55,2617.0,98.0,"Shiga, Japan",195.90605844790065,1.985559566787004,0.019855595667870037
Shimane,Japan,2021-04-01 04:27:05,35.07076,132.55406399999998,287,0,285.0,2.0,"Shimane, Japan",42.55975419146847,0.0,0.0
Shizuoka,Japan,2021-04-01 04:27:05,34.916975,138.40778400000002,5715,118,5346.0,251.0,"Shizuoka, Japan",156.85346729872805,2.064741907261592,0.020647419072615924
Tochigi,Japan,2021-04-01 04:27:05,36.689912,139.819213,4638,70,4349.0,219.0,"Tochigi, Japan",239.81509728592184,1.5092712376024149,0.015092712376024149
Tokushima,Japan,2021-04-01 04:27:05,33.919178,134.242091,535,18,445.0,72.0,"Tokushima, Japan",73.4913328305702,3.364485981308411,0.03364485981308411
Tokyo,Japan,2021-04-01 04:27:05,35.711343,139.446921,120986,1770,115690.0,3526.0,"Tokyo, Japan",869.1109036976184,1.462979187674607,0.01462979187674607
Tottori,Japan,2021-04-01 04:27:05,35.359069,133.863619,260,2,205.0,53.0,"Tottori, Japan",46.79979408090605,0.7692307692307693,0.007692307692307693
Toyama,Japan,2021-04-01 04:27:05,36.637464,137.26934599999998,938,29,887.0,22.0,"Toyama, Japan",89.88962167777349,3.091684434968017,0.03091684434968017
Unknown,Japan,2021-04-01 04:27:05,,,8,0,8.0,0.0,"Unknown, Japan",,0.0,0.0
Wakayama,Japan,2021-04-01 04:27:05,33.911879,135.505446,1287,18,1151.0,118.0,"Wakayama, Japan",139.1452137614292,1.3986013986013983,0.013986013986013986
Yamagata,Japan,2021-04-01 04:27:05,38.448396,140.102154,948,17,596.0,335.0,"Yamagata, Japan",87.96788615396608,1.7932489451476794,0.017932489451476793
Yamaguchi,Japan,2021-04-01 04:27:05,34.201190000000004,131.573293,1418,43,1349.0,26.0,"Yamaguchi, Japan",104.39243309460988,3.0324400564174896,0.030324400564174896
Yamanashi,Japan,2021-04-01 04:27:05,35.612364,138.61148899999998,969,19,938.0,12.0,"Yamanashi, Japan",119.48860357405334,1.96078431372549,0.0196078431372549
,Jordan,2021-04-01 04:27:05,31.24,36.51,611577,6858,513144.0,91575.0,Jordan,5994.00772703305,1.1213632952187542,0.011213632952187542
,Kazakhstan,2021-04-01 04:27:05,48.0196,66.9237,297472,5912,268564.0,22996.0,Kazakhstan,1584.2607545614894,1.9874139414802063,0.019874139414802067
,Kenya,2021-04-01 04:27:05,-0.0236,37.9062,134058,2153,92679.0,39226.0,Kenya,249.31143565433604,1.6060212743737785,0.016060212743737784
,South Korea,2021-04-01 04:27:05,35.90775700000001,127.766922,103639,1735,95439.0,6465.0,"nan, South Korea",202.14677499346928,1.674080220766314,0.01674080220766314
,Kosovo,2021-04-01 04:27:05,42.602636,20.902977,89181,1866,74186.0,13129.0,Kosovo,4926.130959154116,2.0923739361523195,0.020923739361523194
,Kuwait,2021-04-01 04:27:05,29.31166,47.481766,232103,1313,216580.0,14210.0,Kuwait,5434.950848401018,0.5656971258449912,0.005656971258449913
,Kyrgyzstan,2021-04-01 04:27:05,41.20438,74.766098,88538,1500,84897.0,2141.0,Kyrgyzstan,1357.072470747714,1.6941878063656284,0.016941878063656282
,Laos,2021-04-01 04:27:05,19.85627,102.495496,49,0,45.0,4.0,Laos,0.6734880468241877,0.0,0.0
,Latvia,2021-04-01 04:27:05,56.8796,24.6032,102363,1899,93631.0,6833.0,Latvia,5426.937305760464,1.8551625098912687,0.018551625098912693
,Lebanon,2021-04-01 04:27:05,33.8547,35.8623,468400,6234,370687.0,91479.0,Lebanon,6862.559230596348,1.3309137489325362,0.013309137489325364
,Lesotho,2021-04-01 04:27:05,-29.61,28.2336,10706,315,4471.0,5920.0,Lesotho,499.7544639939652,2.942275359611433,0.029422753596114327
,Liberia,2021-04-01 04:27:05,6.4280550000000005,-9.429499,2053,85,1899.0,69.0,Liberia,40.5917578366511,4.140282513395031,0.04140282513395031
,Libya,2021-04-01 04:27:05,26.3351,17.228331,158957,2667,147147.0,9143.0,Libya,2313.35119607142,1.6778122385299168,0.01677812238529917
,Liechtenstein,2021-04-01 04:27:05,47.14,9.55,2753,56,2568.0,129.0,Liechtenstein,7218.711487531793,2.03414456956048,0.020341445695604796
,Lithuania,2021-04-01 04:27:05,55.1694,23.8813,216119,3574,199023.0,13522.0,Lithuania,7938.864728274824,1.6537185532044845,0.016537185532044845
,Luxembourg,2021-04-01 04:27:05,49.8153,6.1296,61642,746,57092.0,3804.0,Luxembourg,9847.342390123584,1.2102138152558322,0.01210213815255832
,Unknown,2021-04-01 04:27:05,,,9,2,7.0,0.0,"nan, Unknown",,22.22222222222222,0.2222222222222222
,Madagascar,2021-04-01 04:27:05,-18.766947,46.869107,24426,418,21908.0,2100.0,Madagascar,88.20910490870705,1.711291247031851,0.017112912470318514
,Malawi,2021-04-01 04:27:05,-13.2543,34.3015,33551,1117,30272.0,2162.0,Malawi,175.38462583942305,3.3292599326398618,0.033292599326398616
,Maldives,2021-04-01 04:27:05,3.2028,73.2207,24079,67,21155.0,2857.0,Maldives,4454.602972571974,0.2782507579218406,0.002782507579218406
,Mali,2021-04-01 04:27:05,17.570692,-3.996166000000001,10042,385,6830.0,2827.0,Mali,49.58808116248447,3.833897629954192,0.03833897629954192
,Malta,2021-04-01 04:27:05,35.9375,14.3754,29033,392,27812.0,829.0,Malta,6575.410099674094,1.3501877174249992,0.013501877174249992
,Marshall Islands,2021-04-01 04:27:05,7.1315,171.1845,4,0,4.0,0.0,Marshall Islands,6.847790731515245,0.0,0.0
,Mauritania,2021-04-01 04:27:05,21.0079,-10.9408,17847,449,17093.0,305.0,Mauritania,383.83451693242085,2.515828990866813,0.025158289908668124
,Mauritius,2021-04-01 04:27:05,-20.348404,57.552152,1028,12,643.0,373.0,Mauritius,80.83241662977574,1.1673151750972763,0.011673151750972763
Aguascalientes,Mexico,2021-04-01 04:27:05,21.8853,-102.2916,24880,2154,0.0,22726.0,"Aguascalientes, Mexico",1734.2390224691298,8.657556270096464,0.08657556270096463
Baja California,Mexico,2021-04-01 04:27:05,30.8406,-115.2838,46404,7791,0.0,38613.0,"Baja California, Mexico",1276.6350800084074,16.78950090509439,0.16789500905094387
Baja California Sur,Mexico,2021-04-01 04:27:05,26.0444,-111.6661,28334,1271,0.0,27063.0,"Baja California Sur, Mexico",3521.0287458307857,4.485776805251641,0.044857768052516414
Campeche,Mexico,2021-04-01 04:27:05,19.8301,-90.5349,8958,1126,0.0,7832.0,"Campeche, Mexico",895.2476322109259,12.5697700379549,0.125697700379549
Chiapas,Mexico,2021-04-01 04:27:05,16.7569,-93.1292,10447,1484,0.0,8963.0,"Chiapas, Mexico",182.3094402156092,14.205034938259788,0.14205034938259786
Chihuahua,Mexico,2021-04-01 04:27:05,28.633000000000006,-106.0691,46333,5589,0.0,40744.0,"Chihuahua, Mexico",1218.8125330956018,12.062676709904387,0.12062676709904388
Ciudad de Mexico,Mexico,2021-04-01 04:27:05,19.4326,-99.1332,608872,30534,0.0,578338.0,"Ciudad de Mexico, Mexico",6751.258088105253,5.014847127146592,0.050148471271465926
Coahuila,Mexico,2021-04-01 04:27:05,27.0587,-101.7068,66715,5869,0.0,60846.0,"Coahuila, Mexico",2072.718347666153,8.797122086487297,0.08797122086487297
Colima,Mexico,2021-04-01 04:27:05,19.1223,-104.0072,10820,1142,0.0,9678.0,"Colima, Mexico",1378.075356013414,10.554528650646953,0.10554528650646951
Durango,Mexico,2021-04-01 04:27:05,24.5593,-104.6588,32316,2259,0.0,30057.0,"Durango, Mexico",1729.0566699982237,6.990345339769774,0.06990345339769774
Guanajuato,Mexico,2021-04-01 04:27:05,21.019,-101.2574,127725,9959,0.0,117766.0,"Guanajuato, Mexico",2050.7612583140326,7.797220591113721,0.07797220591113721
Guerrero,Mexico,2021-04-01 04:27:05,17.4392,-99.5451,37696,4083,0.0,33613.0,"Guerrero, Mexico",1030.776735771584,10.831387945670627,0.10831387945670629
Hidalgo,Mexico,2021-04-01 04:27:05,20.0911,-98.7624,36661,5852,0.0,30809.0,"Hidalgo, Mexico",1187.8186140938967,15.962466926706854,0.15962466926706856
Jalisco,Mexico,2021-04-01 04:27:05,20.6595,-103.3494,82617,11354,0.0,71263.0,"Jalisco, Mexico",982.4020924426136,13.742934262924097,0.13742934262924095
Mexico,Mexico,2021-04-01 04:27:05,19.4969,-99.7233,233538,31569,0.0,201969.0,"Mexico, Mexico",1340.0322129197104,13.517714461886287,0.13517714461886288
Michoacan,Mexico,2021-04-01 04:27:05,19.5665,-101.7068,45250,5090,0.0,40160.0,"Michoacan, Mexico",937.7458992527252,11.248618784530386,0.11248618784530387
Morelos,Mexico,2021-04-01 04:27:05,18.6813,-99.1013,30048,2749,0.0,27299.0,"Morelos, Mexico",1470.016995603843,9.148695420660276,0.09148695420660277
Nayarit,Mexico,2021-04-01 04:27:05,21.7514,-104.8455,11315,1739,0.0,9576.0,"Nayarit, Mexico",878.1045049128065,15.368979231109147,0.15368979231109148
Nuevo Leon,Mexico,2021-04-01 04:27:05,25.5922,-99.9962,119881,9029,0.0,110852.0,"Nuevo Leon, Mexico",2136.857943089966,7.531635538575754,0.07531635538575754
Oaxaca,Mexico,2021-04-01 04:27:05,17.0732,-96.7266,43614,3242,0.0,40372.0,"Oaxaca, Mexico",1052.564766858135,7.433392947218783,0.07433392947218782
Puebla,Mexico,2021-04-01 04:27:05,19.0414,-98.2063,78194,10252,0.0,67942.0,"Puebla, Mexico",1183.9591209019493,13.110980382126506,0.13110980382126505
Queretaro,Mexico,2021-04-01 04:27:05,20.5888,-100.3899,64368,3879,0.0,60489.0,"Queretaro, Mexico",2823.6074427639137,6.026286353467562,0.060262863534675616
Quintana Roo,Mexico,2021-04-01 04:27:05,19.1817,-88.4791,21302,2496,0.0,18806.0,"Quintana Roo, Mexico",1236.1461625907657,11.7172096516759,0.11717209651675899
San Luis Potosi,Mexico,2021-04-01 04:27:05,22.1565,-100.9855,60223,4993,0.0,55230.0,"San Luis Potosi, Mexico",2101.186891647378,8.290852332165452,0.08290852332165452
Sinaloa,Mexico,2021-04-01 04:27:05,25.1721,-107.4795,36204,5707,0.0,30497.0,"Sinaloa, Mexico",1146.9033546067792,15.76345155231466,0.1576345155231466
Sonora,Mexico,2021-04-01 04:27:05,29.2972,-110.3309,70488,6274,0.0,64214.0,"Sonora, Mexico",2292.4827912558603,8.90080581091817,0.0890080581091817
Tabasco,Mexico,2021-04-01 04:27:05,17.8409,-92.6189,61060,3914,0.0,57146.0,"Tabasco, Mexico",2373.763114302564,6.410088437602358,0.06410088437602358
Tamaulipas,Mexico,2021-04-01 04:27:05,24.2669,-98.8363,54337,4654,0.0,49683.0,"Tamaulipas, Mexico",1488.439440947,8.565066161179306,0.08565066161179306
Tlaxcala,Mexico,2021-04-01 04:27:05,19.3139,-98.2404,18478,2298,0.0,16180.0,"Tlaxcala, Mexico",1338.9748342585674,12.436410866976946,0.12436410866976945
Unknown,Mexico,2021-04-01 04:27:05,,,0,0,1773236.0,0.0,"Unknown, Mexico",,,
Veracruz,Mexico,2021-04-01 04:27:05,19.1738,-96.1342,57794,8852,0.0,48942.0,"Veracruz, Mexico",676.7556665435577,15.3164688375956,0.15316468837595598
Yucatan,Mexico,2021-04-01 04:27:05,20.7099,-89.0943,35103,3348,0.0,31755.0,"Yucatan, Mexico",1553.850253508259,9.537646355012392,0.09537646355012393
Zacatecas,Mexico,2021-04-01 04:27:05,22.7709,-102.5832,28912,2658,0.0,26254.0,"Zacatecas, Mexico",1734.970529744495,9.193414499169895,0.09193414499169895
,Micronesia,2021-04-01 04:27:05,7.4256,150.5508,1,0,1.0,0.0,Micronesia,0.8786188112287484,0.0,0.0
,Moldova,2021-04-01 04:27:05,47.4116,28.3699,230241,4960,207852.0,17429.0,Moldova,5707.56350516849,2.15426444464713,0.021542644446471308
,Monaco,2021-04-01 04:27:05,43.7333,7.4167,2288,28,2115.0,145.0,Monaco,5830.190602385078,1.2237762237762235,0.012237762237762238
,Mongolia,2021-04-01 04:27:05,46.8625,103.8467,8841,8,5070.0,3763.0,Mongolia,269.6831154759857,0.0904875014138672,0.0009048750141386721
,Montenegro,2021-04-01 04:27:05,42.708678000000006,19.37439,91218,1274,83498.0,6446.0,Montenegro,14523.725364693297,1.396654169133285,0.013966541691332851
,Morocco,2021-04-01 04:27:05,31.7917,-7.0926,496097,8818,483363.0,3916.0,Morocco,1344.0517480120457,1.7774749696127976,0.017774749696127974
,Mozambique,2021-04-01 04:27:05,-18.665695,35.529562,67579,775,56409.0,10395.0,Mozambique,216.21519585313723,1.146805960431495,0.01146805960431495
,Namibia,2021-04-01 04:27:05,-22.9576,18.4904,44139,523,41848.0,1768.0,Namibia,1737.129444656966,1.1848931783683363,0.011848931783683365
,Nepal,2021-04-01 04:27:05,28.1667,84.25,277309,3030,272786.0,1493.0,Nepal,951.7480432310912,1.0926439459231398,0.010926439459231399
Aruba,Netherlands,2021-04-01 04:27:05,12.5211,-69.9683,9443,86,8684.0,673.0,"Aruba, Netherlands",8844.575988610606,0.9107275230329344,0.009107275230329344
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-01-08 23:22:27,12.1784,-68.2385,196,3,180.0,13.0,"Bonaire, Sint Eustatius and Saba, Netherlands",747.492467869265,1.530612244897959,0.015306122448979591
Curacao,Netherlands,2021-04-01 04:27:05,12.1696,-68.99,8404,35,5267.0,3102.0,"Curacao, Netherlands",5121.267519804997,0.4164683484055211,0.0041646834840552115
Drenthe,Netherlands,2021-04-01 04:27:05,52.862485,6.618435000000002,26720,324,0.0,26396.0,"Drenthe, Netherlands",5412.390972326315,1.2125748502994012,0.012125748502994011
Flevoland,Netherlands,2021-04-01 04:27:05,52.550383,5.515162,29124,225,0.0,28899.0,"Flevoland, Netherlands",6884.764586155297,0.7725587144622992,0.0077255871446229914
Friesland,Netherlands,2021-04-01 04:27:05,53.087337,5.7925,32749,445,0.0,32304.0,"Friesland, Netherlands",5038.641017790408,1.358820116644783,0.01358820116644783
Gelderland,Netherlands,2021-04-01 04:27:05,52.061738,5.939114,140927,1894,0.0,139033.0,"Gelderland, Netherlands",6756.003973245789,1.3439582195037147,0.013439582195037146
Groningen,Netherlands,2021-04-01 04:27:05,53.217922,6.741514,30730,229,0.0,30501.0,"Groningen, Netherlands",5245.226724199732,0.7452001301659616,0.007452001301659616
Limburg,Netherlands,2021-04-01 04:27:05,51.209227,5.93387,82689,1513,0.0,81176.0,"Limburg, Netherlands",7401.443428711575,1.829747608508992,0.018297476085089914
Noord-Brabant,Netherlands,2021-04-01 04:27:05,51.561174,5.184942,200581,3003,0.0,197578.0,"Noord-Brabant, Netherlands",7826.161598623464,1.4971507769928358,0.014971507769928357
Noord-Holland,Netherlands,2021-04-01 04:27:05,52.60090600000001,4.918688,220654,2413,0.0,218241.0,"Noord-Holland, Netherlands",7662.85573984894,1.093567304467628,0.01093567304467628
Overijssel,Netherlands,2021-04-01 04:27:05,52.444558,6.441722,85289,1073,0.0,84216.0,"Overijssel, Netherlands",7337.281466200277,1.2580754845290718,0.012580754845290717
Sint Maarten,Netherlands,2021-04-01 04:27:05,18.0425,-63.0548,2147,27,2078.0,42.0,"Sint Maarten, Netherlands",5006.762744274987,1.2575687005123428,0.012575687005123428
Unknown,Netherlands,2021-04-01 04:27:05,,,2615,13,0.0,2602.0,"Unknown, Netherlands",,0.497131931166348,0.00497131931166348
Utrecht,Netherlands,2021-04-01 04:27:05,52.084251,5.163824,99561,1190,0.0,98371.0,"Utrecht, Netherlands",7348.575545048323,1.1952471349223088,0.011952471349223089
Zeeland,Netherlands,2021-04-01 04:27:05,51.47936,3.861559,20788,222,0.0,20566.0,"Zeeland, Netherlands",5420.769359145527,1.0679238021935733,0.010679238021935732
Zuid-Holland,Netherlands,2021-04-01 04:27:05,51.937835,4.462114,300189,3994,0.0,296195.0,"Zuid-Holland, Netherlands",8094.192675808425,1.330495121406847,0.01330495121406847
,New Zealand,2021-04-01 04:27:05,-40.9006,174.886,2501,26,2408.0,67.0,New Zealand,51.86393938243963,1.0395841663334666,0.010395841663334666
,Nicaragua,2021-04-01 04:27:05,12.865416,-85.207229,6677,178,4225.0,2274.0,Nicaragua,100.7916910330869,2.665867904747641,0.026658679047476413
,Niger,2021-04-01 04:27:05,17.607789,8.081666,5001,186,4590.0,225.0,Niger,20.65962407994237,3.719256148770246,0.03719256148770246
,Nigeria,2021-04-01 04:27:05,9.082,8.6753,162891,2057,151648.0,9186.0,Nigeria,79.01975664674248,1.2628076443756868,0.012628076443756868
,North Macedonia,2021-04-01 04:27:05,41.6086,21.7453,130022,3781,106979.0,19262.0,North Macedonia,6240.9162034770425,2.9079694205595974,0.029079694205595977
,Norway,2021-04-01 04:27:05,60.472,8.4689,96079,673,17998.0,77408.0,Norway,1772.2691589860774,0.7004652421444852,0.007004652421444853
,Oman,2021-04-01 04:27:05,21.512583,55.92325500000001,159218,1678,143966.0,13574.0,Oman,3117.8732242174965,1.0539009408483966,0.010539009408483966
Azad Jammu and Kashmir,Pakistan,2021-04-01 04:27:05,34.027401,73.947253,12805,355,10945.0,1505.0,"Azad Jammu and Kashmir, Pakistan",316.53501809230613,2.772354549004296,0.027723545490042953
Balochistan,Pakistan,2021-04-01 04:27:05,28.328492,65.898403,19576,208,19106.0,262.0,"Balochistan, Pakistan",158.58192632647916,1.0625255414793624,0.010625255414793625
Gilgit-Baltistan,Pakistan,2021-04-01 04:27:05,35.792146,74.982138,5033,103,4867.0,63.0,"Gilgit-Baltistan, Pakistan",496.5547996022037,2.046493145241407,0.020464931452414067
Islamabad,Pakistan,2021-04-01 04:27:05,33.665087,73.121219,58557,572,47584.0,10401.0,"Islamabad, Pakistan",2918.260595682587,0.976825998599655,0.00976825998599655
Khyber Pakhtunkhwa,Pakistan,2021-04-01 04:27:05,34.485332,72.09169,88099,2363,76640.0,9096.0,"Khyber Pakhtunkhwa, Pakistan",288.6280155622392,2.682209786717216,0.02682209786717216
Punjab,Pakistan,2021-04-01 04:27:05,30.811346,72.13913199999998,223181,6427,189856.0,26898.0,"Punjab, Pakistan",202.86887186814744,2.8797254246553248,0.028797254246553244
Sindh,Pakistan,2021-04-01 04:27:05,26.009446,68.77680699999999,265680,4502,256276.0,4902.0,"Sindh, Pakistan",554.8171011219948,1.6945197229750075,0.016945197229750075
,Panama,2021-04-01 04:27:05,8.538,-80.7821,355051,6114,343904.0,5033.0,Panama,8228.739065460763,1.7220061343299975,0.017220061343299977
,Papua New Guinea,2021-04-01 04:27:05,-6.314993,143.95555,5991,60,846.0,5085.0,Papua New Guinea,66.9607904391034,1.0015022533800702,0.010015022533800702
,Paraguay,2021-04-01 04:27:05,-23.4425,-58.4438,214667,4206,175614.0,34847.0,Paraguay,3009.6894089474563,1.9593137277737147,0.019593137277737146
Amazonas,Peru,2021-04-01 04:27:05,-5.077253,-78.050172,23141,788,0.0,22353.0,"Amazonas, Peru",5421.977507029053,3.4052115293202543,0.03405211529320254
Ancash,Peru,2021-04-01 04:27:05,-9.407125,-77.67179499999997,50871,4301,0.0,46570.0,"Ancash, Peru",4308.910723361003,8.454718798529614,0.08454718798529615
Apurimac,Peru,2021-04-01 04:27:05,-14.027713,-72.975378,13616,768,0.0,12848.0,"Apurimac, Peru",3161.3652194102624,5.640423031727379,0.0564042303172738
Arequipa,Peru,2021-04-01 04:27:05,-15.843524,-72.475539,65386,5841,0.0,59545.0,"Arequipa, Peru",4366.635501535996,8.933104946012907,0.08933104946012908
Ayacucho,Peru,2021-04-01 04:27:05,-14.091648,-74.08344,22904,1390,0.0,21514.0,"Ayacucho, Peru",3427.7162526189763,6.068808941669578,0.060688089416695776
Cajamarca,Peru,2021-04-01 04:27:05,-6.430284,-78.74559599999998,40289,2442,0.0,37847.0,"Cajamarca, Peru",2771.4796725596752,6.061207773834049,0.06061207773834049
Callao,Peru,2021-04-01 04:27:05,-11.954609,-77.136042,71037,7903,0.0,63134.0,"Callao, Peru",6287.01655013718,11.125188282162815,0.11125188282162816
Cusco,Peru,2021-04-01 04:27:05,-13.191068,-72.153609,43298,2833,0.0,40465.0,"Cusco, Peru",3190.479699358927,6.54302739156543,0.0654302739156543
Huancavelica,Peru,2021-04-01 04:27:05,-13.023888,-75.00277,10801,737,0.0,10064.0,"Huancavelica, Peru",2956.7478784560635,6.823442273863531,0.06823442273863531
Huanuco,Peru,2021-04-01 04:27:05,-9.421676,-76.040642,26786,1967,0.0,24819.0,"Huanuco, Peru",3523.082993555176,7.34338833719107,0.0734338833719107
Ica,Peru,2021-04-01 04:27:05,-14.235097,-75.574821,44464,5924,0.0,38540.0,"Ica, Peru",4559.474979491386,13.323137819359482,0.13323137819359482
Junin,Peru,2021-04-01 04:27:05,-11.541783,-74.876968,50352,4386,0.0,45966.0,"Junin, Peru",3698.273962541314,8.71067683508103,0.0871067683508103
La Libertad,Peru,2021-04-01 04:27:05,-7.92139,-78.370238,53637,6857,0.0,46780.0,"La Libertad, Peru",2659.510115033717,12.78408561254358,0.1278408561254358
Lambayeque,Peru,2021-04-01 04:27:05,-6.353049,-79.824113,42053,6023,0.0,36030.0,"Lambayeque, Peru",3208.193469636863,14.32240268232944,0.1432240268232944
Lima,Peru,2021-04-01 04:27:05,-11.766533,-76.60449799999998,722513,67669,0.0,654844.0,"Lima, Peru",6797.883050289316,9.365783037813852,0.09365783037813852
Loreto,Peru,2021-04-01 04:27:05,-4.124847,-74.424115,35772,3739,0.0,32033.0,"Loreto, Peru",3481.1210587777346,10.452309068545231,0.1045230906854523
Madre de Dios,Peru,2021-04-01 04:27:05,-11.972699,-70.53171999999998,11605,194,0.0,11411.0,"Madre de Dios, Peru",6677.215189873417,1.6716932356742784,0.016716932356742785
Moquegua,Peru,2021-04-01 04:27:05,-16.860271,-70.839046,21704,1143,0.0,20561.0,"Moquegua, Peru",11263.103269330566,5.266310357537781,0.05266310357537781
Pasco,Peru,2021-04-01 04:27:05,-10.39655,-75.307635,10983,668,0.0,10315.0,"Pasco, Peru",4039.352703199706,6.082126923427115,0.06082126923427115
Piura,Peru,2021-04-01 04:27:05,-5.133361,-80.335861,57548,8300,0.0,49248.0,"Piura, Peru",2809.9609375,14.422742753875026,0.14422742753875026
Puno,Peru,2021-04-01 04:27:05,-14.995826999999998,-69.922726,25961,2501,0.0,23460.0,"Puno, Peru",2097.011308562197,9.63368129116752,0.0963368129116752
San Martin,Peru,2021-04-01 04:27:05,-7.039531,-76.729127,33535,2002,0.0,31533.0,"San Martin, Peru",3727.7678968430414,5.969882212613687,0.05969882212613687
Tacna,Peru,2021-04-01 04:27:05,-17.644160999999997,-70.27756,21895,1460,0.0,20435.0,"Tacna, Peru",5901.617250673855,6.668189084265814,0.06668189084265815
Tumbes,Peru,2021-04-01 04:27:05,-3.857496,-80.54525500000003,13372,1124,0.0,12248.0,"Tumbes, Peru",5316.8986083499,8.405623691295244,0.08405623691295244
Ucayali,Peru,2021-04-01 04:27:05,-9.621718,-73.444929,26554,2249,0.0,24305.0,"Ucayali, Peru",4507.553895773213,8.469533780221436,0.08469533780221436
Unknown,Peru,2021-04-01 04:27:05,,,8730,207,1468457.0,0.0,"Unknown, Peru",,2.3711340206185567,0.023711340206185566
,Philippines,2021-04-01 04:27:05,12.879721,121.774017,747288,13297,603746.0,130245.0,Philippines,681.9498091299242,1.7793675263084647,0.017793675263084646
,Poland,2021-04-01 04:27:05,51.9194,19.1451,2321717,53045,1861925.0,406747.0,Poland,6134.544961166266,2.284731515512011,0.02284731515512011
,Portugal,2021-04-01 04:27:05,39.3999,-8.2245,821722,16848,778210.0,26664.0,Portugal,8058.699735120368,2.05032845658264,0.0205032845658264
,Qatar,2021-04-01 04:27:05,25.3548,51.1839,179964,291,164121.0,15552.0,Qatar,6246.450959022027,0.1616990064679602,0.0016169900646796026
,Romania,2021-04-01 04:27:05,45.9432,24.9668,952803,23538,850672.0,78593.0,Romania,4952.795248408826,2.4703952443474675,0.024703952443474675
Adygea Republic,Russia,2021-04-01 04:27:05,44.6939006,40.1520421,14101,163,13365.0,573.0,"Adygea Republic, Russia",3110.2219791078487,1.1559463867810793,0.011559463867810793
Altai Krai,Russia,2021-04-01 04:27:05,52.6932243,82.69314240000001,47137,1832,42198.0,3107.0,"Altai Krai, Russia",2005.7615059912853,3.8865434796444407,0.03886543479644441
Altai Republic,Russia,2021-04-01 04:27:05,50.7114101,86.8572186,16655,191,16268.0,196.0,"Altai Republic, Russia",7637.701031353325,1.1468027619333534,0.011468027619333533
Amur Oblast,Russia,2021-04-01 04:27:05,52.8032368,128.437295,21887,243,20674.0,970.0,"Amur Oblast, Russia",2741.27531236536,1.1102480924749851,0.011102480924749851
Arkhangelsk Oblast,Russia,2021-04-01 04:27:05,63.5589686,43.1221646,59687,825,55265.0,3597.0,"Arkhangelsk Oblast, Russia",5167.580353030403,1.3822105316065474,0.013822105316065475
Astrakhan Oblast,Russia,2021-04-01 04:27:05,47.1878186,47.608851,30712,668,28814.0,1230.0,"Astrakhan Oblast, Russia",3018.336848436484,2.1750455847877053,0.02175045584787705
Bashkortostan Republic,Russia,2021-04-01 04:27:05,54.8573563,57.1439682,32358,361,27452.0,4545.0,"Bashkortostan Republic, Russia",796.3491680270165,1.1156437357067803,0.011156437357067804
Belgorod Oblast,Russia,2021-04-01 04:27:05,50.7080119,37.5837615,34282,562,32032.0,1688.0,"Belgorod Oblast, Russia",2211.9188889949905,1.639344262295082,0.01639344262295082
Bryansk Oblast,Russia,2021-04-01 04:27:05,52.8873315,33.41585300000001,35646,284,34786.0,576.0,"Bryansk Oblast, Russia",2943.5615062816787,0.7967233350165517,0.007967233350165517
Buryatia Republic,Russia,2021-04-01 04:27:05,52.7182426,109.492143,36006,785,34392.0,829.0,"Buryatia Republic, Russia",3657.2471003371215,2.180192190190524,0.021801921901905236
